date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:47:52	7250/7250	---M-Z	200	added ('OK')	text/css	etag:%221c52-683b33f5-990223614fc28ffa;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/style.css?ver=2024-02-04	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/style7a18.css	(from https://daxx.lohatheme.com/)
20:47:52	20400/20400	---M-Z	200	added ('OK')	text/css	etag:%224fb0-683b33f6-16a267c9fa14d21b;gz%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.36.0	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min4e44.css	(from https://daxx.lohatheme.com/)
20:47:52	53275/53275	---M-Z	200	added ('OK')	text/css	etag:%22d01b-683b33f6-f98d431e55b22353;gz%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.28.4	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/css/frontend.min89ce.css	(from https://daxx.lohatheme.com/)
20:47:53	1165/1165	---M-Z	200	added ('OK')	text/css	etag:%2248d-68406e10-97a87e234c549e34;gz%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/css/post-12.css?ver=1749052944	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/css/post-12f497.css	(from https://daxx.lohatheme.com/)
20:47:53	116/116	---M--	200	added ('OK')	text/css	etag:%2274-68406e10-ee3cfca5be7e44b5;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/css/post-14.css?ver=1749052944	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/css/post-14f497.css	(from https://daxx.lohatheme.com/)
20:47:54	107730/107730	---M-Z	200	added ('OK')	text/css	etag:%221a4d2-683b33f5-c6a2aecb42e90099;gz%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto407d.css	(from https://daxx.lohatheme.com/)
20:47:54	25074/25074	---M-Z	200	added ('OK')	text/css	etag:%2261f2-683b33f5-da99587ceee47f7a;gz%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1746046444	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/robotoslab0ae0.css	(from https://daxx.lohatheme.com/)
20:47:56	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-683b33f4-3b8d57498052c8c9;gz%22	https://daxx.lohatheme.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://daxx.lohatheme.com/)
20:47:56	591/591	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224f-683b33f6-1355548be949164c;gz%22	https://daxx.lohatheme.com/wp-content/plugins/daxx-elementor/assets/js/bdevs-elementor.js?ver=1.0.0	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/daxx-elementor/assets/js/bdevs-elementor8a54.js	(from https://daxx.lohatheme.com/)
20:47:57	213665/213665	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Jul%202025%2015:16:08%20GMT	https://daxx.lohatheme.com/index.php?rest_route=/	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/index52f0.json	(from https://daxx.lohatheme.com/)
20:47:57	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-683b33f4-b6f70f89f22266e0;gz%22	https://daxx.lohatheme.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://daxx.lohatheme.com/)
20:47:58	71123/71123	---MCZ	200	added ('OK')	application/json	date:Fri,%2011%20Jul%202025%2015:16:10%20GMT	https://daxx.lohatheme.com/index.php?rest_route=/wp/v2/pages/14	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/index54e8.json	(from https://daxx.lohatheme.com/)
20:47:58	836/836	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Jul%202025%2015:16:10%20GMT	https://daxx.lohatheme.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/xmlrpc0db0.php	(from https://daxx.lohatheme.com/)
20:47:59	2075/2075	---M-Z	200	added ('OK')	application/json	date:Fri,%2011%20Jul%202025%2015:16:11%20GMT	https://daxx.lohatheme.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fdaxx.lohatheme.com%2F	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/index775f.json	(from https://daxx.lohatheme.com/)
20:47:59	2237/2237	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Jul%202025%2015:16:11%20GMT	https://daxx.lohatheme.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fdaxx.lohatheme.com%2F&format=xml	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexe30a.php	(from https://daxx.lohatheme.com/)
20:47:59	539/539	---M--	200	added ('OK')	image/png	etag:%2221b-683b33f5-e2c40d1ebe8742ad;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/06/favicon.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/06/favicon.png	(from https://daxx.lohatheme.com/)
20:48:00	2304/2304	---M--	200	added ('OK')	image/png	etag:%22900-683b33f5-5a62d41e9ececa64;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/logo-daxx.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/logo-daxx.png	(from https://daxx.lohatheme.com/)
20:48:01	102310/102310	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:12%20GMT	https://daxx.lohatheme.com/?page_id=446	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/index9c2d.html	(from https://daxx.lohatheme.com/)
20:48:01	47849/47849	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:13%20GMT	https://daxx.lohatheme.com/?page_id=184	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexbaf3.html	(from https://daxx.lohatheme.com/)
20:48:03	2421/2421	---M--	200	added ('OK')	image/png	etag:%22975-683b33f5-557040262851b881;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/logo-icon.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/logo-icon.png	(from https://daxx.lohatheme.com/)
20:48:03	64380/64380	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:13%20GMT	https://daxx.lohatheme.com/?page_id=350	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/index2c2b.html	(from https://daxx.lohatheme.com/)
20:48:03	89895/89895	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:14%20GMT	https://daxx.lohatheme.com/?project=dax-is-a-modern-residential-complex-in-your-city	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexfccd.html	(from https://daxx.lohatheme.com/)
20:48:03	271092/271092	---M--	200	added ('OK')	image/jpeg	etag:%22422f4-683b33f5-88e92c907b5e8e0b;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/hero-bg.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/hero-bg.jpg	(from https://daxx.lohatheme.com/)
20:48:04	48231/48231	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:15%20GMT	https://daxx.lohatheme.com/?page_id=523	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexd8bd.html	(from https://daxx.lohatheme.com/)
20:48:04	47839/47839	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:16%20GMT	https://daxx.lohatheme.com/?page_id=81	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexf2af.html	(from https://daxx.lohatheme.com/)
20:48:04	48304/48304	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:16%20GMT	https://daxx.lohatheme.com/?page_id=332	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/index0494.html	(from https://daxx.lohatheme.com/)
20:48:04	152161/152161	---M--	200	added ('OK')	image/jpeg	etag:%2225261-683b33f5-72b3c0dc828ba07a;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/about-left.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/about-left.jpg	(from https://daxx.lohatheme.com/)
20:48:05	76974/76974	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:16%20GMT	https://daxx.lohatheme.com/?p=16	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/index0e62.html	(from https://daxx.lohatheme.com/)
20:48:05	50836/50836	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:17%20GMT	https://daxx.lohatheme.com/?page_id=227	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexa584.html	(from https://daxx.lohatheme.com/)
20:48:05	57846/57846	---M--	200	added ('OK')	image/jpeg	etag:%22e1f6-683b33f5-4c66979a4355ca6b;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/about-right.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/about-right.jpg	(from https://daxx.lohatheme.com/)
20:48:06	112314/112314	---M--	200	added ('OK')	image/jpeg	etag:%221b6ba-683b33f5-3abcba62332a164;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/timeline1.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/timeline1.jpg	(from https://daxx.lohatheme.com/)
20:48:06	29519/29519	---M--	200	added ('OK')	image/jpeg	etag:%22734f-683b33f5-504d75150d8f14c0;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/blockquote-author.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/blockquote-author.jpg	(from https://daxx.lohatheme.com/)
20:48:08	205177/205177	---M--	200	added ('OK')	image/jpeg	etag:%2232179-683b33f5-1a844b1f6cc768c3;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/video-bg.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/video-bg.jpg	(from https://daxx.lohatheme.com/)
20:48:08	421584/421584	---M--	200	added ('OK')	image/jpeg	etag:%2266ed0-683b33f5-fe330c4acaf22edc;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/timeline3.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/timeline3.jpg	(from https://daxx.lohatheme.com/)
20:48:08	14278/14278	---M--	200	added ('OK')	image/png	etag:%2237c6-683b33f5-7b21d6d86fe9d418;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/apartment.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/apartment.png	(from https://daxx.lohatheme.com/)
20:48:10	98991/98991	---M--	200	added ('OK')	image/jpeg	etag:%22182af-683b33f5-4d08ac47e21dc5e4;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/slide1.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/slide1.jpg	(from https://daxx.lohatheme.com/)
20:48:10	89603/89603	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:21%20GMT	https://daxx.lohatheme.com/?project=alexandria-residences	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexa4e1.html	(from https://daxx.lohatheme.com/)
20:48:10	349251/349251	---M--	200	added ('OK')	image/jpeg	etag:%2255443-683b33f5-e68d38ce31b70eab;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/timeline2.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/timeline2.jpg	(from https://daxx.lohatheme.com/)
20:48:10	68979/68979	---M--	200	added ('OK')	image/jpeg	etag:%2210d73-683b33f5-d397614f54b5b40d;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/developer1.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/developer1.jpg	(from https://daxx.lohatheme.com/)
20:48:11	178639/178639	---M--	200	added ('OK')	image/jpeg	etag:%222b9cf-683b33f5-bcc1a9ff2cd93797;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/features.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/features.jpg	(from https://daxx.lohatheme.com/)
20:48:11	89601/89601	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:23%20GMT	https://daxx.lohatheme.com/?project=tower-business-center	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexc827.html	(from https://daxx.lohatheme.com/)
20:48:12	71066/71066	---M--	200	added ('OK')	image/jpeg	etag:%221159a-683b33f5-43a7abb83647c3fe;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/developer3.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/developer3.jpg	(from https://daxx.lohatheme.com/)
20:48:12	71884/71884	---M--	200	added ('OK')	image/jpeg	etag:%22118cc-683b33f5-2fea4565bc008b13;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/developer2.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/developer2.jpg	(from https://daxx.lohatheme.com/)
20:48:12	89579/89579	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:24%20GMT	https://daxx.lohatheme.com/?project=kvartal-residences	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexb329.html	(from https://daxx.lohatheme.com/)
20:48:12	2247/2247	---M--	200	added ('OK')	image/png	etag:%228c7-683b33f5-a6a38f9708d51d4a;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/client-logo1.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/client-logo1.png	(from https://daxx.lohatheme.com/)
20:48:13	89617/89617	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:25%20GMT	https://daxx.lohatheme.com/?project=premium-park-residences	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexfadc.html	(from https://daxx.lohatheme.com/)
20:48:13	2670/2670	---M--	200	added ('OK')	image/png	etag:%22a6e-683b33f5-f0a08292e5d8a486;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/client-logo2.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/client-logo2.png	(from https://daxx.lohatheme.com/)
20:48:13	3310/3310	---M--	200	added ('OK')	image/png	etag:%22cee-683b33f5-a00b17973737c5d;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/client-logo3.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/client-logo3.png	(from https://daxx.lohatheme.com/)
20:48:13	1864/1864	---M--	200	added ('OK')	image/png	etag:%22748-683b33f5-ddb96bc705450e9b;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/client-logo4.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/client-logo4.png	(from https://daxx.lohatheme.com/)
20:48:14	17333/17333	---M--	200	added ('OK')	image/jpeg	etag:%2243b5-683b33f5-cbfa66652478a092;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/footer-top-bg.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/footer-top-bg.jpg	(from https://daxx.lohatheme.com/)
20:48:14	303377/303377	---M--	200	added ('OK')	image/jpeg	etag:%224a111-683b33f5-9dc786d8bb5bd22;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/timeline4.jpg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/timeline4.jpg	(from https://daxx.lohatheme.com/)
20:48:14	3784/3784	---M--	200	added ('OK')	image/png	etag:%22ec8-683b33f5-2203b8cdf0b4721e;;;%22	https://daxx.lohatheme.com/wp-content/uploads/2024/02/logo-two-daxx.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/2024/02/logo-two-daxx.png	(from https://daxx.lohatheme.com/)
20:48:14	4776/4776	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212a8-683b33f4-157900b8397df3ee;gz%22	https://daxx.lohatheme.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://daxx.lohatheme.com/)
20:48:15	76988/76988	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:27%20GMT	https://daxx.lohatheme.com/?p=111	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexbbbb.html	(from https://daxx.lohatheme.com/)
20:48:15	9141/9141	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223b5-683b33f4-6ad1402b6f10809d;gz%22	https://daxx.lohatheme.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-includes/js/dist/i18n.minc33c.js	(from https://daxx.lohatheme.com/)
20:48:15	77010/77010	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2015:16:27%20GMT	https://daxx.lohatheme.com/?p=109	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/indexe887.html	(from https://daxx.lohatheme.com/)
20:48:15	12512/12512	---M-Z	200	added ('OK')	application/x-javascript	etag:%2230e0-683b33f5-ec1fe96d73c782b6;gz%22	https://daxx.lohatheme.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0.6	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/contact-form-7/includes/swv/js/indexfc7a.js	(from https://daxx.lohatheme.com/)
20:48:16	13452/13452	---M-Z	200	added ('OK')	application/x-javascript	etag:%22348c-683b33f5-3c6e54be969ec07;gz%22	https://daxx.lohatheme.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.0.6	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/contact-form-7/includes/js/indexfc7a.js	(from https://daxx.lohatheme.com/)
20:48:16	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-683b33f5-fa5ee10616c287ae;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/jquery-3.6.0.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/jquery-3.6.0.min0899.js	(from https://daxx.lohatheme.com/)
20:48:17	18594/18594	---M-Z	200	added ('OK')	application/x-javascript	etag:%2248a2-683b33f5-cfd953408fda8c3d;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/bootstrap/js/popper.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/bootstrap/js/popper.min0899.js	(from https://daxx.lohatheme.com/)
20:48:17	60088/60088	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eab8-683b33f5-aecc799b22d62174;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/bootstrap/js/bootstrap.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/bootstrap/js/bootstrap.min0899.js	(from https://daxx.lohatheme.com/)
20:48:17	1579/1579	---M-Z	200	added ('OK')	application/x-javascript	etag:%2262b-683b33f5-896ffdc5a204536;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/appear.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/appear.min0899.js	(from https://daxx.lohatheme.com/)
20:48:18	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-683b33f5-3522bbf15eeebfb1;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/slick/js/slick.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/slick/js/slick.min0899.js	(from https://daxx.lohatheme.com/)
20:48:18	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-683b33f5-b63d37854c87f435;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/magnific-popup/js/jquery.magnific-popup.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/magnific-popup/js/jquery.magnific-popup.min0899.js	(from https://daxx.lohatheme.com/)
20:48:18	2942/2942	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7e-683b33f5-4d25131038a413e4;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/nice-select/js/jquery.nice-select.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/nice-select/js/jquery.nice-select.min0899.js	(from https://daxx.lohatheme.com/)
20:48:19	5485/5485	---M-Z	200	added ('OK')	application/x-javascript	etag:%22156d-683b33f5-73d77f3d2c1c3d03;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/imagesloaded.pkgd.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/imagesloaded.pkgd.min0899.js	(from https://daxx.lohatheme.com/)
20:48:19	4445/4445	---M-Z	200	added ('OK')	application/x-javascript	etag:%22115d-683b33f5-79803f20f94d8c47;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/circle-progress.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/circle-progress.min0899.js	(from https://daxx.lohatheme.com/)
20:48:19	35445/35445	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a75-683b33f5-91878ec3e367d87a;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/isotope.pkgd.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/isotope.pkgd.min0899.js	(from https://daxx.lohatheme.com/)
